Dates,Volume
2021-01-05 09:58:00,487.91
2021-01-05 09:59:00,1254.63
2021-01-05 10:00:00,1417.56
2021-01-05 10:01:00,914.24
2021-01-05 10:02:00,728.56
2021-01-05 10:03:00,628.82
2021-01-05 10:04:00,1063.68
2021-01-05 10:05:00,1312.12
2021-01-05 10:06:00,517.57
2021-01-05 10:07:00,912.27
2021-01-05 10:08:00,538.44
2021-01-05 10:09:00,770.64
2021-01-05 10:10:00,388.55
2021-01-05 10:11:00,820.67
2021-01-05 10:12:00,312.03
2021-01-05 10:13:00,415.17
2021-01-05 10:14:00,1110.63
2021-01-05 10:15:00,2310.74
2021-01-05 10:16:00,1639.51
2021-01-05 10:17:00,1143.08
2021-01-05 10:18:00,1668.54
2021-01-05 10:19:00,1033.81
2021-01-05 10:20:00,750.2
2021-01-05 10:21:00,1492.98
2021-01-05 10:22:00,838.33
2021-01-05 10:23:00,574.08
2021-01-05 10:24:00,1934.29
2021-01-05 10:25:00,815.12
2021-01-05 10:26:00,489.35
2021-01-05 10:27:00,494.85
2021-01-05 10:28:00,766.03
2021-01-05 10:29:00,532.56
2021-01-05 10:30:00,392.65
2021-01-05 10:31:00,697.92
2021-01-05 10:32:00,494.36
2021-01-05 10:33:00,608.2
2021-01-05 10:34:00,520.83
2021-01-05 10:35:00,384.35
2021-01-05 10:36:00,710.46
2021-01-05 10:37:00,654.77
2021-01-05 10:38:00,422.62
2021-01-05 10:39:00,249.91
2021-01-05 10:40:00,458.86
2021-01-05 10:41:00,278.16
2021-01-05 10:42:00,376.34
2021-01-05 10:43:00,538.61
2021-01-05 10:44:00,356.15
2021-01-05 10:45:00,553.25
2021-01-05 10:46:00,355.71
2021-01-05 10:47:00,577.83
2021-01-05 10:48:00,267.88
2021-01-05 10:49:00,764.8
2021-01-05 10:50:00,1927.17
2021-01-05 10:51:00,1341.2
2021-01-05 10:52:00,892.36
2021-01-05 10:53:00,725.18
2021-01-05 10:54:00,837.32
2021-01-05 10:55:00,564.52
2021-01-05 10:56:00,445.73
2021-01-05 10:57:00,772.12
2021-01-05 10:58:00,866.29
2021-01-05 10:59:00,581.25
2021-01-05 11:00:00,797.15
2021-01-05 11:01:00,391.35
2021-01-05 11:02:00,424.59
2021-01-05 11:03:00,360.11
2021-01-05 11:04:00,248.3
2021-01-05 11:05:00,745.46
2021-01-05 11:06:00,245.1
2021-01-05 11:07:00,303.22
2021-01-05 11:08:00,284.5
2021-01-05 11:09:00,320.79
2021-01-05 11:10:00,477.98
2021-01-05 11:11:00,522.45
2021-01-05 11:12:00,311.0
2021-01-05 11:13:00,749.25
2021-01-05 11:14:00,1173.79
2021-01-05 11:15:00,1144.09
2021-01-05 11:16:00,456.83
2021-01-05 11:17:00,435.78
2021-01-05 11:18:00,277.27
2021-01-05 11:19:00,169.87
2021-01-05 11:20:00,369.82
2021-01-05 11:21:00,176.88
2021-01-05 11:22:00,116.08
2021-01-05 11:23:00,345.77
2021-01-05 11:24:00,300.62
2021-01-05 11:25:00,241.11
2021-01-05 11:26:00,351.91
2021-01-05 11:27:00,483.72
2021-01-05 11:28:00,515.18
2021-01-05 11:29:00,915.82
2021-01-05 11:30:00,805.07
2021-01-06 09:30:00,7210.27
2021-01-06 09:31:00,2503.1
2021-01-06 09:32:00,3086.14
2021-01-06 09:33:00,1687.11
2021-01-06 09:34:00,2284.82
2021-01-06 09:35:00,1691.21
2021-01-06 09:36:00,1261.63
2021-01-06 09:37:00,2484.95
2021-01-06 09:38:00,1574.69
2021-01-06 09:39:00,1150.37
2021-01-06 09:40:00,955.42
2021-01-06 09:41:00,1153.67
2021-01-06 09:42:00,1914.73
2021-01-06 09:43:00,1105.57
2021-01-06 09:44:00,1149.16
2021-01-06 09:45:00,885.35
2021-01-06 09:46:00,939.41
2021-01-06 09:47:00,677.92
2021-01-06 09:48:00,885.74
2021-01-06 09:49:00,477.4
2021-01-06 09:50:00,1655.17
2021-01-06 09:51:00,1656.19
2021-01-06 09:52:00,909.09
2021-01-06 09:53:00,1203.47
2021-01-06 09:54:00,1555.46
2021-01-06 09:55:00,938.41
2021-01-06 09:56:00,785.05
2021-01-06 09:57:00,1899.47
2021-01-06 09:58:00,953.12
2021-01-06 09:59:00,963.19
2021-01-06 10:00:00,2468.08
2021-01-06 10:01:00,1168.07
2021-01-06 10:02:00,908.48
2021-01-06 10:03:00,1650.56
2021-01-06 10:04:00,1918.69
2021-01-06 10:05:00,928.39
2021-01-06 10:06:00,676.24
2021-01-06 10:07:00,1671.4
2021-01-06 10:08:00,903.52
2021-01-06 10:09:00,2294.48
2021-01-06 10:10:00,1045.76
2021-01-06 10:11:00,1219.12
2021-01-06 10:12:00,616.83
2021-01-06 10:13:00,1145.91
2021-01-06 10:14:00,1501.6
2021-01-06 10:15:00,571.27
2021-01-06 10:16:00,480.35
2021-01-06 10:17:00,362.08
2021-01-06 10:18:00,428.63
2021-01-06 10:19:00,649.57
2021-01-06 10:20:00,438.99
2021-01-06 10:21:00,1080.59
2021-01-06 10:22:00,561.39
2021-01-06 10:23:00,556.32
2021-01-06 10:24:00,288.21
2021-01-06 10:25:00,294.58
2021-01-06 10:26:00,607.1
2021-01-06 10:27:00,843.3
2021-01-06 10:28:00,423.72
2021-01-06 10:29:00,363.16
2021-01-06 10:30:00,309.76
2021-01-06 10:31:00,788.99
2021-01-06 10:32:00,393.81
2021-01-06 10:33:00,500.02
2021-01-06 10:34:00,448.33
2021-01-06 10:35:00,811.99
2021-01-06 10:36:00,663.93
2021-01-06 10:37:00,555.23
2021-01-06 10:38:00,999.61
2021-01-06 10:39:00,2620.87
2021-01-06 10:40:00,1696.67
2021-01-06 10:41:00,1471.96
2021-01-06 10:42:00,1324.49
2021-01-06 10:43:00,1145.22
2021-01-06 10:44:00,613.03
2021-01-06 10:45:00,1346.42
2021-01-06 10:46:00,1092.71
2021-01-06 10:47:00,1290.48
2021-01-06 10:48:00,561.12
2021-01-06 10:49:00,528.95
2021-01-06 10:50:00,534.26
2021-01-06 10:51:00,1023.56
2021-01-06 10:52:00,666.36
2021-01-06 10:53:00,875.94
2021-01-06 10:54:00,999.15
2021-01-06 10:55:00,1164.85
2021-01-06 10:56:00,510.61
2021-01-06 10:57:00,395.36
2021-01-06 10:58:00,541.16
2021-01-06 10:59:00,758.52
2021-01-06 11:00:00,2083.09
2021-01-06 11:01:00,1522.33
2021-01-06 11:02:00,1399.24
2021-01-06 11:03:00,1137.66
2021-01-06 11:04:00,897.99
2021-01-06 11:05:00,1099.21
2021-01-06 11:06:00,1737.08
2021-01-06 11:07:00,1053.49
2021-01-06 11:08:00,1271.51
2021-01-06 11:09:00,1099.68
2021-01-06 11:10:00,1165.14
2021-01-06 11:11:00,873.27
2021-01-06 11:12:00,677.47
2021-01-06 11:13:00,886.62
2021-01-06 11:14:00,379.19
2021-01-06 11:15:00,1034.17
2021-01-06 11:16:00,620.08
2021-01-06 11:17:00,630.18
2021-01-06 11:18:00,330.44
2021-01-06 11:19:00,706.85
2021-01-06 11:20:00,968.28
2021-01-06 11:21:00,859.02
2021-01-06 11:22:00,527.15
2021-01-06 11:23:00,289.29
2021-01-06 11:24:00,610.76
2021-01-06 11:25:00,838.4
2021-01-06 11:26:00,429.75
2021-01-06 11:27:00,800.05
2021-01-06 11:28:00,542.94
2021-01-06 11:29:00,371.58
2021-01-06 11:30:00,1241.1
2021-01-07 09:30:00,4689.57
2021-01-07 09:31:00,1614.97
2021-01-07 09:32:00,1286.58
2021-01-07 09:33:00,1512.82
2021-01-07 09:34:00,1747.15
2021-01-07 09:35:00,2857.4
2021-01-07 09:36:00,3723.0
2021-01-07 09:37:00,2854.96
2021-01-07 09:38:00,1612.84
2021-01-07 09:39:00,1555.58
2021-01-07 09:40:00,2423.05
2021-01-07 09:41:00,1645.59
2021-01-07 09:42:00,3291.37
2021-01-07 09:43:00,2845.87
2021-01-07 09:44:00,2239.83
2021-01-07 09:45:00,2222.62
2021-01-07 09:46:00,2269.33
2021-01-07 09:47:00,1776.55
2021-01-07 09:48:00,1497.07
2021-01-07 09:49:00,1419.54
2021-01-07 09:50:00,1413.61
2021-01-07 09:51:00,1287.79
2021-01-07 09:52:00,998.56
2021-01-07 09:53:00,1417.79
2021-01-07 09:54:00,1177.67
2021-01-07 09:55:00,1521.8
2021-01-07 09:56:00,865.84
2021-01-07 09:57:00,514.41
2021-01-07 09:58:00,608.59
2021-01-07 09:59:00,677.48
2021-01-07 10:00:00,1056.01
2021-01-07 10:01:00,706.28
2021-01-07 10:02:00,420.01
2021-01-07 10:03:00,1291.85
2021-01-07 10:04:00,1782.52
2021-01-07 10:05:00,1875.26
2021-01-07 10:06:00,1139.78
2021-01-07 10:07:00,1976.76
2021-01-07 10:08:00,778.57
2021-01-07 10:09:00,1016.39
2021-01-07 10:10:00,789.18
2021-01-07 10:11:00,683.15
2021-01-07 10:12:00,1194.33
2021-01-07 10:13:00,1163.13
2021-01-07 10:14:00,1325.04
2021-01-07 10:15:00,783.97
2021-01-07 10:16:00,754.14
2021-01-07 10:17:00,1117.86
2021-01-07 10:18:00,391.97
2021-01-07 10:19:00,672.02
2021-01-07 10:20:00,1376.11
2021-01-07 10:21:00,1380.51
2021-01-07 10:22:00,743.04
2021-01-07 10:23:00,522.12
2021-01-07 10:24:00,771.06
2021-01-07 10:25:00,673.77
2021-01-07 10:26:00,592.91
2021-01-07 10:27:00,700.55
2021-01-07 10:28:00,632.45
2021-01-07 10:29:00,464.61
2021-01-07 10:30:00,315.02
2021-01-07 10:31:00,753.13
2021-01-07 10:32:00,1825.3
2021-01-07 10:33:00,1084.31
2021-01-07 10:34:00,794.85
2021-01-07 10:35:00,1628.68
2021-01-07 10:36:00,660.03
2021-01-07 10:37:00,472.72
2021-01-07 10:38:00,2368.02
2021-01-07 10:39:00,1372.1
2021-01-07 10:40:00,1652.26
2021-01-07 10:41:00,1301.21
2021-01-07 10:42:00,1293.1
2021-01-07 10:43:00,686.45
2021-01-07 10:44:00,865.0
2021-01-07 10:45:00,1029.09
2021-01-07 10:46:00,929.33
2021-01-07 10:47:00,1554.44
2021-01-07 10:48:00,912.29
2021-01-07 10:49:00,1510.31
2021-01-07 10:50:00,1170.28
2021-01-07 10:51:00,1039.09
2021-01-07 10:52:00,1289.17
2021-01-07 10:53:00,1343.19
2021-01-07 10:54:00,1302.44
2021-01-07 10:55:00,5746.11
2021-01-07 10:56:00,2225.84
2021-01-07 10:57:00,1522.84
2021-01-07 10:58:00,1120.85
2021-01-07 10:59:00,822.67
2021-01-07 11:00:00,1267.49
2021-01-07 11:01:00,1028.28
2021-01-07 11:02:00,632.88
2021-01-07 11:03:00,929.83
2021-01-07 11:04:00,833.27
2021-01-07 11:05:00,620.99
2021-01-07 11:06:00,416.72
2021-01-07 11:07:00,806.7
2021-01-07 11:08:00,1216.16
2021-01-07 11:09:00,1716.89
2021-01-07 11:10:00,1118.29
2021-01-07 11:11:00,2746.48
2021-01-07 11:12:00,963.92
2021-01-07 11:13:00,491.39
2021-01-07 11:14:00,754.4
2021-01-07 11:15:00,1185.8
2021-01-07 11:16:00,1144.64
2021-01-07 11:17:00,1644.33
2021-01-07 11:18:00,1923.27
2021-01-07 11:19:00,1082.79
2021-01-07 11:20:00,940.28
2021-01-07 11:21:00,1832.51
2021-01-07 11:22:00,1730.08
2021-01-07 11:23:00,1788.1
2021-01-07 11:24:00,1665.48
2021-01-07 11:25:00,1281.77
2021-01-07 11:26:00,1886.7
2021-01-07 11:27:00,1586.91
2021-01-07 11:28:00,1275.34
2021-01-07 11:29:00,1115.23
2021-01-07 11:30:00,1241.19
2021-01-08 09:30:00,10900.64
2021-01-08 09:31:00,2991.03
2021-01-08 09:32:00,3141.63
2021-01-08 09:33:00,2835.21
2021-01-08 09:34:00,2476.07
2021-01-08 09:35:00,2872.32
2021-01-08 09:36:00,2322.72
2021-01-08 09:37:00,1820.68
2021-01-08 09:38:00,2591.45
2021-01-08 09:39:00,3436.83
2021-01-08 09:40:00,2991.6
2021-01-08 09:41:00,2716.62
2021-01-08 09:42:00,1921.27
2021-01-08 09:43:00,1564.23
2021-01-08 09:44:00,1688.17
2021-01-08 09:45:00,1189.67
2021-01-08 09:46:00,1129.95
2021-01-08 09:47:00,2136.49
2021-01-08 09:48:00,1427.03
2021-01-08 09:49:00,1271.16
2021-01-08 09:50:00,1903.61
2021-01-08 09:51:00,2237.81
2021-01-08 09:52:00,1671.54
2021-01-08 09:53:00,2034.61
2021-01-08 09:54:00,1410.38
2021-01-08 09:55:00,1443.56
2021-01-08 09:56:00,1237.01
2021-01-08 09:57:00,2858.9
2021-01-08 09:58:00,1592.84
2021-01-08 09:59:00,1275.14
2021-01-08 10:00:00,3610.01
2021-01-08 10:01:00,2039.07
2021-01-08 10:02:00,3501.03
2021-01-08 10:03:00,2485.68
2021-01-08 10:04:00,1950.37
2021-01-08 10:05:00,2974.68
2021-01-08 10:06:00,2040.8
2021-01-08 10:07:00,1733.38
2021-01-08 10:08:00,1619.95
2021-01-08 10:09:00,1941.69
2021-01-08 10:10:00,1748.0
2021-01-08 10:11:00,1985.04
2021-01-08 10:12:00,1448.9
2021-01-08 10:13:00,1312.36
2021-01-08 10:14:00,2541.59
2021-01-08 10:15:00,3346.38
2021-01-08 10:16:00,3065.82
2021-01-08 10:17:00,2913.55
2021-01-08 10:18:00,2761.19
2021-01-08 10:19:00,1462.04
2021-01-08 10:20:00,1965.64
2021-01-08 10:21:00,2573.95
2021-01-08 10:22:00,2675.57
2021-01-08 10:23:00,2428.53
2021-01-08 10:24:00,1711.05
2021-01-08 10:25:00,1312.54
2021-01-08 10:26:00,1475.59
2021-01-08 10:27:00,2770.05
2021-01-08 10:28:00,2748.96
2021-01-08 10:29:00,3561.66
2021-01-08 10:30:00,2839.81
2021-01-08 10:31:00,2020.96
2021-01-08 10:32:00,1323.99
2021-01-08 10:33:00,1448.02
2021-01-08 10:34:00,1328.35
2021-01-08 10:35:00,2163.85
2021-01-08 10:36:00,1892.33
2021-01-08 10:37:00,1446.26
2021-01-08 10:38:00,2326.58
2021-01-08 10:39:00,1808.37
2021-01-08 10:40:00,1854.54
2021-01-08 10:41:00,1546.69
2021-01-08 10:42:00,1718.95
2021-01-08 10:43:00,1493.95
2021-01-08 10:44:00,1347.74
2021-01-08 10:45:00,2255.95
2021-01-08 10:46:00,1631.96
2021-01-08 10:47:00,1286.78
2021-01-08 10:48:00,1632.18
2021-01-08 10:49:00,1312.79
2021-01-08 10:50:00,1313.58
2021-01-08 10:51:00,944.11
2021-01-08 10:52:00,674.4
2021-01-08 10:53:00,750.17
2021-01-08 10:54:00,836.18
2021-01-08 10:55:00,1613.54
2021-01-08 10:56:00,3795.73
2021-01-08 10:57:00,2428.02
2021-01-08 10:58:00,1547.49
2021-01-08 10:59:00,1569.09
2021-01-08 11:00:00,1081.07
2021-01-08 11:01:00,1898.63
2021-01-08 11:02:00,1292.35
2021-01-08 11:03:00,2371.89
2021-01-08 11:04:00,1173.56
2021-01-08 11:05:00,1628.99
2021-01-08 11:06:00,2289.22
2021-01-08 11:07:00,2170.19
2021-01-08 11:08:00,923.79
2021-01-08 11:09:00,1890.35
2021-01-08 11:10:00,1268.84
2021-01-08 11:11:00,1574.31
2021-01-08 11:12:00,1124.72
2021-01-08 11:13:00,925.56
2021-01-08 11:14:00,1082.47
2021-01-08 11:15:00,1207.65
2021-01-08 11:16:00,1394.71
2021-01-08 11:17:00,1390.85
2021-01-08 11:18:00,597.04
2021-01-08 11:19:00,1152.4
2021-01-08 11:20:00,977.71
2021-01-08 11:21:00,726.72
2021-01-08 11:22:00,1163.84
2021-01-08 11:23:00,1097.06
2021-01-08 11:24:00,678.35
2021-01-08 11:25:00,1061.53
2021-01-08 11:26:00,608.16
2021-01-08 11:27:00,1712.43
2021-01-08 11:28:00,973.46
2021-01-08 11:29:00,643.03
2021-01-08 11:30:00,757.22
2021-01-11 09:30:00,11569.64
2021-01-11 09:31:00,3402.21
2021-01-11 09:32:00,2286.91
2021-01-11 09:33:00,3447.57
2021-01-11 09:34:00,1839.26
2021-01-11 09:35:00,1918.8
2021-01-11 09:36:00,3650.8
2021-01-11 09:37:00,3472.67
2021-01-11 09:38:00,2845.77
2021-01-11 09:39:00,2639.38
2021-01-11 09:40:00,1993.81
2021-01-11 09:41:00,1332.15
2021-01-11 09:42:00,1864.84
2021-01-11 09:43:00,2349.41
2021-01-11 09:44:00,2384.33
2021-01-11 09:45:00,3847.56
2021-01-11 09:46:00,2269.15
2021-01-11 09:47:00,2140.7
2021-01-11 09:48:00,2265.7
2021-01-11 09:49:00,1959.1
2021-01-11 09:50:00,3821.38
2021-01-11 09:51:00,2282.45
2021-01-11 09:52:00,3598.39
2021-01-11 09:53:00,2186.92
2021-01-11 09:54:00,2388.18
2021-01-11 09:55:00,2164.34
2021-01-11 09:56:00,2612.28
2021-01-11 09:57:00,1891.85
2021-01-11 09:58:00,2244.82
2021-01-11 09:59:00,3186.07
2021-01-11 10:00:00,2849.02
2021-01-11 10:01:00,1856.55
2021-01-11 10:02:00,1818.85
2021-01-11 10:03:00,1477.58
2021-01-11 10:04:00,2837.18
2021-01-11 10:05:00,1322.4
2021-01-11 10:06:00,1963.64
2021-01-11 10:07:00,1950.4
2021-01-11 10:08:00,2226.32
2021-01-11 10:09:00,1338.93
2021-01-11 10:10:00,1303.14
2021-01-11 10:11:00,784.66
2021-01-11 10:12:00,1368.62
2021-01-11 10:13:00,1063.59
2021-01-11 10:14:00,758.89
2021-01-11 10:15:00,1876.12
2021-01-11 10:16:00,1073.96
2021-01-11 10:17:00,2191.97
2021-01-11 10:18:00,1891.21
2021-01-11 10:19:00,2073.74
2021-01-11 10:20:00,1981.82
2021-01-11 10:21:00,1344.84
2021-01-11 10:22:00,1181.48
2021-01-11 10:23:00,1075.67
2021-01-11 10:24:00,967.62
2021-01-11 10:25:00,1117.82
2021-01-11 10:26:00,1613.57
2021-01-11 10:27:00,1277.53
2021-01-11 10:28:00,1035.25
2021-01-11 10:29:00,1143.56
2021-01-11 10:30:00,754.21
2021-01-11 10:31:00,495.26
2021-01-11 10:32:00,460.75
2021-01-11 10:33:00,708.25
2021-01-11 10:34:00,776.99
2021-01-11 10:35:00,1063.58
2021-01-11 10:36:00,1048.8
2021-01-11 10:37:00,1021.03
2021-01-11 10:38:00,474.81
2021-01-11 10:39:00,572.55
2021-01-11 10:40:00,1229.17
2021-01-11 10:41:00,608.8
2021-01-11 10:42:00,827.06
2021-01-11 10:43:00,792.13
2021-01-11 10:44:00,717.44
2021-01-11 10:45:00,629.2
2021-01-11 10:46:00,1090.55
2021-01-11 10:47:00,1175.64
2021-01-11 10:48:00,1252.55
2021-01-11 10:49:00,1677.65
2021-01-11 10:50:00,953.32
2021-01-11 10:51:00,796.24
2021-01-11 10:52:00,598.84
2021-01-11 10:53:00,695.69
2021-01-11 10:54:00,810.47
2021-01-11 10:55:00,603.26
2021-01-11 10:56:00,1013.89
2021-01-11 10:57:00,1018.75
2021-01-11 10:58:00,795.22
2021-01-11 10:59:00,424.79
2021-01-11 11:00:00,318.45
2021-01-11 11:01:00,535.54
2021-01-11 11:02:00,892.65
2021-01-11 11:03:00,786.89
2021-01-11 11:04:00,1279.69
2021-01-11 11:05:00,743.35
2021-01-11 11:06:00,629.41
2021-01-11 11:07:00,388.97
2021-01-11 11:08:00,528.87
2021-01-11 11:09:00,490.06
2021-01-11 11:10:00,508.63
2021-01-11 11:11:00,1262.35
2021-01-11 11:12:00,537.08
2021-01-11 11:13:00,472.8
2021-01-11 11:14:00,603.44
2021-01-11 11:15:00,1224.7
2021-01-11 11:16:00,846.45
2021-01-11 11:17:00,721.7
2021-01-11 11:18:00,998.68
2021-01-11 11:19:00,792.01
2021-01-11 11:20:00,1081.01
2021-01-11 11:21:00,432.28
2021-01-11 11:22:00,373.36
2021-01-11 11:23:00,1204.41
2021-01-11 11:24:00,637.81
2021-01-11 11:25:00,724.69
2021-01-11 11:26:00,1060.88
2021-01-11 11:27:00,704.79
2021-01-11 11:28:00,748.66
2021-01-11 11:29:00,306.8
2021-01-11 11:30:00,430.16
2021-01-12 09:30:00,5769.34
2021-01-12 09:31:00,3315.41
2021-01-12 09:32:00,1697.39
2021-01-12 09:33:00,3143.74
2021-01-12 09:34:00,2183.69
2021-01-12 09:35:00,1809.75
2021-01-12 09:36:00,2275.31
2021-01-12 09:37:00,1256.96
2021-01-12 09:38:00,1790.0
2021-01-12 09:39:00,1713.97
2021-01-12 09:40:00,890.92
2021-01-12 09:41:00,1109.29
2021-01-12 09:42:00,1226.93
2021-01-12 09:43:00,2679.66
2021-01-12 09:44:00,1716.2
2021-01-12 09:45:00,2164.17
2021-01-12 09:46:00,1570.89
2021-01-12 09:47:00,1529.88
2021-01-12 09:48:00,1750.35
2021-01-12 09:49:00,905.13
2021-01-12 09:50:00,1229.34
2021-01-12 09:51:00,1658.41
2021-01-12 09:52:00,1348.68
2021-01-12 09:53:00,2209.69
2021-01-12 09:54:00,1468.38
2021-01-12 09:55:00,1085.05
2021-01-12 09:56:00,985.42
2021-01-12 09:57:00,1706.37
2021-01-12 09:58:00,1238.08
2021-01-12 09:59:00,1785.55
2021-01-12 10:00:00,1297.36
2021-01-12 10:01:00,1265.28
2021-01-12 10:02:00,2855.64
2021-01-12 10:03:00,1376.24
2021-01-12 10:04:00,1070.3
2021-01-12 10:05:00,1621.03
2021-01-12 10:06:00,896.8
2021-01-12 10:07:00,782.55
2021-01-12 10:08:00,1032.81
2021-01-12 10:09:00,589.57
2021-01-12 10:10:00,1574.86
2021-01-12 10:11:00,2007.37
2021-01-12 10:12:00,1514.24
2021-01-12 10:13:00,838.01
2021-01-12 10:14:00,1429.42
2021-01-12 10:15:00,1196.72
2021-01-12 10:16:00,1004.72
2021-01-12 10:17:00,1004.59
2021-01-12 10:18:00,1819.52
2021-01-12 10:19:00,4157.78
2021-01-12 10:20:00,1231.04
2021-01-12 10:21:00,901.97
2021-01-12 10:22:00,1052.22
2021-01-12 10:23:00,1071.18
2021-01-12 10:24:00,825.33
2021-01-12 10:25:00,1277.23
2021-01-12 10:26:00,1585.67
2021-01-12 10:27:00,787.68
2021-01-12 10:28:00,964.02
2021-01-12 10:29:00,1404.27
2021-01-12 10:30:00,1306.98
2021-01-12 10:31:00,2354.56
2021-01-12 10:32:00,1096.11
2021-01-12 10:33:00,1112.11
2021-01-12 10:34:00,781.96
2021-01-12 10:35:00,1004.23
2021-01-12 10:36:00,1446.62
2021-01-12 10:37:00,835.08
2021-01-12 10:38:00,1011.24
